episode_id,sec_bin,norm_content,cnt
156,12,来了来了,45
156,5,来了来了,43
156,373,恭迎韩天尊,42
156,379,恭迎韩天尊,42
156,399,合影,42
156,257,恭迎韩天尊,41
156,9,来了,40
156,210,银月代恋,40
156,11,来了,39
156,258,恭迎韩天尊,39
156,500,驽钝,39
156,14,来了来了,38
156,338,泪目,38
156,510,夺少,38
156,10,念头通达,37
156,15,念头通达,36
156,383,恭迎韩天尊,36
156,262,恭迎韩天尊,35
156,263,恭迎韩天尊,35
156,380,恭迎韩天尊,35
156,614,盖亚,35
156,10,来了来了,34
156,337,泪目,34
156,369,恭迎韩天尊,33
156,382,恭迎韩天尊,33
156,13,来了,32
156,381,恭迎韩天尊,32
156,372,恭迎韩天尊,31
156,260,恭迎韩天尊,30
156,266,恭迎韩天尊,30
156,368,恭迎韩天尊,30
156,400,合影,30
156,231,恭喜韩天尊,29
156,265,恭迎韩天尊,29
156,270,恭迎韩天尊,29
156,371,恭迎韩天尊,29
156,385,恭迎韩天尊,29
156,259,恭迎韩天尊,28
156,351,泪目了,28
156,20,二刷,27
156,389,恭迎韩天尊,27
156,-1,来了,26
156,10,来了,26
156,14,来了,26
156,340,泪目,26
156,367,恭迎韩天尊,26
156,386,恭迎韩天尊,26
156,339,泪目,25
156,392,恭迎韩天尊,25
156,264,恭迎韩天尊,24
156,267,恭迎韩天尊,24
156,365,恭迎韩天尊,24
156,370,恭迎韩天尊,24
156,401,合影,24
156,388,恭迎韩天尊,23
156,35,二刷,22
156,200,酒驾,22
156,229,恭喜韩天尊,22
156,352,泪目了,22
156,521,韩老魔,22
156,230,恭喜韩天尊,21
156,268,恭迎韩天尊,21
156,341,泪目,21
156,384,恭迎韩天尊,21
156,325,开始了,20
156,387,恭迎韩天尊,20
156,394,恭迎韩天尊,19
156,65,我准备好了,18
156,269,恭迎韩天尊,18
156,362,恭迎韩天尊,18
156,272,恭迎韩天尊,17
156,276,恭迎韩天尊,17
156,353,泪目了,17
156,397,恭迎韩天尊,17
156,271,恭迎韩天尊,16
156,375,鹰击长空鱼翔浅底万类霜天竞自由,16
156,391,恭迎韩天尊,16
156,455,哈哈哈,16
156,34,三刷,15
156,36,二刷,15
156,225,恭喜韩天尊,15
156,227,恭喜韩天尊,15
156,234,恭喜韩天尊,15
156,275,恭迎韩天尊,15
156,363,恭迎韩天尊,15
156,390,恭迎韩天尊,15
156,37,二刷,14
156,38,二刷,14
156,222,恭喜韩天尊结婴成功,14
156,226,恭喜韩天尊,14
156,228,恭喜韩天尊,14
156,366,恭迎韩天尊,14
156,393,恭迎韩天尊,14
156,511,夺少,14
156,230,恭迎韩老魔,13
156,233,恭喜韩天尊,13
156,235,恭喜韩天尊,13
156,290,天使投资人,13
156,371,自此海阔凭鱼跃天高任鸟飞,13
156,606,合影,13
156,224,恭喜韩天尊,12
156,229,恭迎韩老魔,12
156,234,恭迎韩老魔,12
156,273,恭迎韩天尊,12
156,274,恭迎韩天尊,12
156,354,泪目了,12
156,364,恭迎韩天尊,12
156,395,恭迎韩天尊,12
156,396,恭迎韩天尊,12
156,404,合影,12
156,479,好可爱,12
156,228,恭迎韩老魔,11
156,232,恭喜韩天尊,11
156,232,恭迎韩老魔,11
156,240,恭迎韩老魔,11
156,290,路走宽了,11
156,361,恭迎韩天尊,11
156,399,恭迎韩天尊,11
156,502,驽钝,11
156,523,哈哈哈,11
156,605,合影,11
156,20,念头通达,10
156,32,三刷,10
156,33,四刷,10
156,201,酒驾,10
156,212,银月代恋,10
156,227,恭迎韩老魔,10
156,233,恭迎韩老魔,10
156,279,恭迎韩天尊,10
156,343,泪目,10
156,356,泪目了,10
156,368,泪目,10
156,477,好可爱,10
156,523,韩老魔,10
156,33,五刷,9
156,39,二刷,9
156,42,二刷,9
156,50,三刷,9
156,67,我准备好了,9
156,223,恭喜韩天尊,9
156,224,恭迎韩老魔,9
156,226,恭迎韩老魔,9
156,236,恭喜韩天尊,9
156,313,路走宽了,9
156,315,路走宽了,9
156,320,恭迎韩天尊,9
156,333,恭迎韩天尊,9
156,344,泪目,9
156,345,泪目,9
156,347,泪目,9
156,358,恭迎韩天尊,9
156,360,恭迎韩天尊,9
156,398,恭迎韩天尊,9
156,402,合影,9
156,512,夺少,9
156,522,哈哈哈,9
156,522,韩老魔,9
156,606,合影留念,9
156,29,四刷,8
156,66,准备好了,8
156,69,我准备好了,8
156,225,恭迎韩老魔,8
156,237,恭喜韩天尊,8
156,241,恭喜韩天尊,8
156,274,天使投资人,8
156,280,恭迎韩天尊,8
156,294,天使投资人,8
156,297,天使投资人,8
156,342,泪目,8
156,346,泪目,8
156,356,恭迎韩天尊,8
156,359,恭迎韩天尊,8
156,367,泪目了,8
156,376,恭喜韩天尊,8
156,380,恭喜韩天尊,8
156,403,恭迎韩天尊,8
156,419,恭迎韩天尊,8
156,485,可爱,8
156,501,驽钝,8
156,504,驽钝,8
156,29,念头通达,7
156,31,三刷,7
156,34,五刷,7
156,36,n刷,7
156,40,二刷,7
156,113,二刷,7
156,117,二刷,7
156,118,三刷,7
156,119,二刷,7
156,124,二刷,7
156,130,二刷,7
156,211,银月代恋,7
156,226,恭喜韩老魔,7
156,226,恭喜韩老魔结婴成功,7
156,239,恭喜韩天尊,7
156,240,恭喜韩天尊,7
156,243,恭迎韩老魔,7
156,244,恭迎韩老魔,7
156,275,格局,7
156,290,恭迎韩天尊,7
156,312,路走宽了,7
156,339,恭迎韩天尊,7
156,348,泪目,7
156,352,恭迎韩天尊,7
156,355,泪目了,7
156,403,合影,7
156,404,恭迎韩天尊,7
156,406,合影,7
156,409,恭迎韩天尊,7
156,420,恭迎韩天尊,7
156,442,坤,7
156,443,坤,7
156,464,极阴岛专属bgm,7
156,481,好可爱,7
156,605,合影留念,7
156,607,合影,7
156,36,四刷,6
156,38,五刷,6
156,103,n刷,6
156,126,二刷,6
156,217,那个方向是药园,6
156,223,恭迎韩老魔,6
156,229,恭喜韩老魔,6
156,230,恭喜韩老魔,6
156,231,恭贺韩天尊,6
156,233,恭喜韩天尊结婴,6
156,233,恭喜韩老魔,6
156,235,恭贺韩天尊,6
156,237,恭迎韩老魔,6
156,238,恭喜韩天尊,6
156,242,恭迎韩老魔,6
156,247,恭喜韩天尊,6
156,248,恭喜韩天尊,6
156,252,恭喜韩老魔,6
156,273,没座,6
156,277,格局,6
156,277,格局打开,6
156,278,恭迎韩天尊,6
156,283,恭迎韩天尊,6
156,293,恭迎韩天尊,6
156,302,恭迎韩天尊,6
156,308,恭迎韩天尊,6
156,314,开始了,6
156,314,路走宽了,6
156,326,开始了,6
156,329,恭迎韩天尊,6
156,329,泪目了,6
156,331,恭迎韩天尊,6
156,334,恭迎韩天尊,6
156,336,恭迎韩天尊,6
156,344,恭迎韩天尊,6
156,350,泪目,6
156,354,恭迎韩天尊,6
156,355,恭迎韩天尊,6
156,357,恭迎韩天尊,6
156,361,这一路破空苦难有千重谁人懂,6
156,365,泪目,6
156,367,泪目,6
156,378,合影留念,6
156,400,恭迎韩天尊,6
156,409,合影,6
156,411,合影,6
156,478,可爱,6
156,478,好可爱,6
156,480,好可爱,6
156,513,夺少,6
156,519,哈哈哈哈,6
156,522,哈哈哈哈哈,6
156,524,哈哈哈,6
156,524,哈哈哈哈哈,6
156,527,哈哈哈,6
156,535,哈哈哈哈,6
156,536,哈哈哈哈,6
156,604,合影,6
