episode_id,emo,cnt,total,ratio
156,laugh,31272,360796,0.08667501857005067
156,neg,11634,360796,0.032245368573930976
156,other,204731,360796,0.5674425437089103
156,praise,71240,360796,0.1974522999146332
156,self_mock,117,360796,0.0003242829743123538
156,touching,41802,360796,0.1158604862581625
