episode_id,func,cnt,total,ratio
156,info_comment,684,54324,0.012591119946984758
156,other,30219,54324,0.5562734702893749
156,promotion_meta,3586,54324,0.06601133937118032
156,qa,1875,54324,0.0345151314336205
156,ritual_call,16919,54324,0.31144613798689347
156,touching_story,1041,54324,0.0191628009719461
