episode_id,func,cnt,total,ratio
137,info_comment,200,6539,0.03058571647040832
137,other,5251,6539,0.8030279859305705
137,promotion_meta,491,6539,0.07508793393485243
137,qa,443,6539,0.06774736198195443
137,ritual_call,119,6539,0.01819850129989295
137,touching_story,35,6539,0.005352500382321456
