episode_id,emo,cnt,total,ratio
137,laugh,693,6539,0.10597950756996483
137,neg,1022,6539,0.15629301116378652
137,other,1929,6539,0.2949992353570882
137,praise,2574,6539,0.39363817097415504
137,self_mock,48,6539,0.007340571952897996
137,touching,273,6539,0.041749502982107355
