episode_id,func,cnt,total,ratio
86,info_comment,321,8828,0.036361576801087446
86,other,7351,8828,0.8326914363389216
86,promotion_meta,393,8828,0.04451744449478931
86,qa,422,8828,0.047802446760308114
86,ritual_call,102,8828,0.011554145899410966
86,touching_story,239,8828,0.027072949705482557
