episode_id,func,cnt,total,ratio
156,info_comment,1726,77466,0.02228074251929879
156,other,48429,77466,0.6251645883355278
156,promotion_meta,4702,77466,0.06069759636485684
156,qa,2787,77466,0.03597707381302765
156,ritual_call,18486,77466,0.23863372318178297
156,touching_story,1336,77466,0.0172462757855059
