episode_id,func,cnt,total,ratio
137,info_comment,561,12866,0.043603295507539254
137,other,10454,12866,0.8125291465879061
137,promotion_meta,779,12866,0.060547178610290686
137,qa,811,12866,0.063034354111612
137,ritual_call,216,12866,0.016788434633918856
137,touching_story,45,12866,0.003497590548733095
