episode_id,emo,cnt,total,ratio
86,laugh,237,5294,0.04476766150358897
86,neg,530,5294,0.10011333585190782
86,other,1621,5294,0.3061956932376275
86,praise,2088,5294,0.3944087646392142
86,self_mock,4,5294,0.0007555723460521345
86,touching,814,5294,0.15375897242160938
