episode_id,emo,cnt,total,ratio
137,laugh,876,6327,0.13845424371740161
137,neg,1281,6327,0.2024656235182551
137,other,2852,6327,0.45076655602971394
137,praise,1147,6327,0.18128654970760233
137,self_mock,67,6327,0.010589536905326378
137,touching,104,6327,0.01643749012170065
