episode_id,func,cnt,total,ratio
156,info_comment,1042,23142,0.04502635900095065
156,other,18210,23142,0.7868809955924293
156,promotion_meta,1116,23142,0.04822400829660358
156,qa,912,23142,0.03940886699507389
156,ritual_call,1567,23142,0.06771238440929911
156,touching_story,295,23142,0.012747385705643419
