episode_id,emo,cnt,total,ratio
137,laugh,751,126163,0.005952616852801534
137,neg,9433,126163,0.07476835522300516
137,other,26451,126163,0.20965734803389266
137,praise,89225,126163,0.7072200248884379
137,self_mock,227,126163,0.0017992596878641123
137,touching,76,126163,0.0006023953139985574
