episode_id,emo,cnt,total,ratio
86,laugh,853,136881,0.006231690300333867
86,neg,5926,136881,0.04329307939012719
86,other,99377,136881,0.7260101840284626
86,praise,18590,136881,0.1358113982218131
86,self_mock,23,136881,0.00016802916401838092
86,touching,12112,136881,0.08848561889524477
