episode_id,emo,cnt,total,ratio
86,laugh,429,3534,0.12139219015280135
86,neg,534,3534,0.15110356536502548
86,other,1608,3534,0.45500848896434637
86,praise,758,3534,0.2144878324844369
86,self_mock,13,3534,0.0036785512167515563
86,touching,192,3534,0.05432937181663837
