episode_id,func,cnt,total,ratio
156,emo_like,90542,360796,0.2509506757281123
156,emo_touching,41589,360796,0.11527012494595283
156,other,80353,360796,0.22271034046940655
156,quote_ritual,464,360796,0.001286045299837027
156,ritual_call,96101,360796,0.26635827448197874
156,role_label,14813,360796,0.04105644186742647
156,viewing_status,36934,360796,0.10236809720728611
