episode_id,func,cnt,total,ratio
86,info_comment,201,3534,0.056876061120543296
86,other,2940,3534,0.831918505942275
86,promotion_meta,84,3534,0.023769100169779286
86,qa,225,3534,0.0636672325976231
86,ritual_call,42,3534,0.011884550084889643
86,touching_story,42,3534,0.011884550084889643
